Location ID,Location,Date,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-061,Placer County,200910,53.3,24,-2.4,55.7
CA-061,Placer County,200911,46.7,68,0.7,46
CA-061,Placer County,200912,37.4,23,-2.5,39.9
CA-061,Placer County,201001,41,95,2.3,38.7
CA-061,Placer County,201002,42.7,88,1.6,41.1
CA-061,Placer County,201003,43.6,58,-0.3,43.9
CA-061,Placer County,201004,44.6,10,-4.4,49
CA-061,Placer County,201005,49.9,4,-5.8,55.7
CA-061,Placer County,201006,63.3,57,0,63.3
CA-061,Placer County,201007,71,72,0.9,70.1
CA-061,Placer County,201008,67.6,27,-1.5,69.1
CA-061,Placer County,201009,65.6,86,1.5,64.1
CA-061,Placer County,201010,56,70,0.3,55.7
CA-061,Placer County,201011,44,29,-2,46
CA-061,Placer County,201012,40.7,77,0.8,39.9
CA-061,Placer County,201101,41.6,104,2.9,38.7
CA-061,Placer County,201102,38.5,23,-2.6,41.1
CA-061,Placer County,201103,41.6,26,-2.3,43.9
CA-061,Placer County,201104,46.4,23,-2.6,49
CA-061,Placer County,201105,50.7,6,-5,55.7
CA-061,Placer County,201106,60,11,-3.3,63.3
CA-061,Placer County,201107,67.9,16,-2.2,70.1
CA-061,Placer County,201108,69.3,59,0.2,69.1
CA-061,Placer County,201109,68.4,121,4.3,64.1
CA-061,Placer County,201110,56.3,74,0.6,55.7
CA-061,Placer County,201111,44.6,37,-1.4,46
CA-061,Placer County,201112,41.2,90,1.3,39.9
CA-061,Placer County,201201,42.9,116,4.2,38.7
CA-061,Placer County,201202,41.8,70,0.7,41.1
CA-061,Placer County,201203,42.8,49,-1.1,43.9
CA-061,Placer County,201204,49.9,79,0.9,49
CA-061,Placer County,201205,58,98,2.3,55.7
CA-061,Placer County,201206,63.3,57,0,63.3
CA-061,Placer County,201207,69.9,54,-0.2,70.1
CA-061,Placer County,201208,73.3,123,4.2,69.1
CA-061,Placer County,201209,69,125,4.9,64.1
CA-061,Placer County,201210,57.1,89,1.4,55.7
CA-061,Placer County,201211,47.7,85,1.7,46
CA-061,Placer County,201212,37.3,21,-2.6,39.9
CA-061,Placer County,201301,38.8,52,0.1,38.7
CA-061,Placer County,201302,41.2,54,0.1,41.1
CA-061,Placer County,201303,48.2,114,4.3,43.9
CA-061,Placer County,201304,52.9,111,3.9,49
CA-061,Placer County,201305,58.1,99,2.4,55.7
CA-061,Placer County,201306,66.4,110,3.1,63.3
CA-061,Placer County,201307,73.2,111,3.1,70.1
CA-061,Placer County,201308,69.1,55,0,69.1
CA-061,Placer County,201309,63.4,47,-0.7,64.1
CA-061,Placer County,201310,54.6,45,-1.1,55.7
CA-061,Placer County,201311,48.7,104,2.7,46
CA-061,Placer County,201312,41,86,1.1,39.9
CA-061,Placer County,201401,46.7,126,8,38.7
CA-061,Placer County,201402,44.5,113,3.4,41.1
CA-061,Placer County,201403,47.8,111,3.9,43.9
CA-061,Placer County,201404,52,102,3,49
CA-061,Placer County,201405,59.1,110,3.4,55.7
CA-061,Placer County,201406,66.6,113,3.3,63.3
CA-061,Placer County,201407,74,119,3.9,70.1
CA-061,Placer County,201408,69.9,74,0.8,69.1
CA-061,Placer County,201409,66.6,102,2.5,64.1
CA-061,Placer County,201410,59.1,112,3.4,55.7
CA-061,Placer County,201411,48.5,102,2.5,46
CA-061,Placer County,201412,42.2,103,2.3,39.9
CA-061,Placer County,201501,46,125,7.3,38.7
CA-061,Placer County,201502,48.9,126,7.8,41.1
CA-061,Placer County,201503,51.8,125,7.9,43.9
CA-061,Placer County,201504,51,92,2,49
CA-061,Placer County,201505,56.3,70,0.6,55.7
CA-061,Placer County,201506,69.6,125,6.3,63.3
CA-061,Placer County,201507,70.6,68,0.5,70.1
CA-061,Placer County,201508,70.7,94,1.6,69.1
CA-061,Placer County,201509,67.2,116,3.1,64.1
CA-061,Placer County,201510,60.6,121,4.9,55.7
CA-061,Placer County,201511,42.2,10,-3.8,46
CA-061,Placer County,201512,37.4,23,-2.5,39.9
CA-061,Placer County,201601,40,76,1.3,38.7
CA-061,Placer County,201602,47.4,122,6.3,41.1
CA-061,Placer County,201603,46.4,97,2.5,43.9
CA-061,Placer County,201604,52.6,108,3.6,49
CA-061,Placer County,201605,57.3,86,1.6,55.7
CA-061,Placer County,201606,67.3,115,4,63.3
CA-061,Placer County,201607,71.2,79,1.1,70.1
CA-061,Placer County,201608,71.5,109,2.4,69.1
CA-061,Placer County,201609,65.3,83,1.2,64.1
CA-061,Placer County,201610,53.8,30,-1.9,55.7
CA-061,Placer County,201611,47.4,81,1.4,46
CA-061,Placer County,201612,39.2,48,-0.7,39.9
CA-061,Placer County,201701,37.4,30,-1.3,38.7
CA-061,Placer County,201702,41.2,54,0.1,41.1
CA-061,Placer County,201703,47.1,105,3.2,43.9
CA-061,Placer County,201704,48.2,52,-0.8,49
CA-061,Placer County,201705,58.6,102,2.9,55.7
CA-061,Placer County,201706,66.7,114,3.4,63.3
CA-061,Placer County,201707,73.7,117,3.6,70.1
CA-061,Placer County,201708,73.6,124,4.5,69.1
CA-061,Placer County,201709,64.7,66,0.6,64.1
CA-061,Placer County,201710,56.9,80,1.2,55.7
CA-061,Placer County,201711,47.2,80,1.2,46
CA-061,Placer County,201712,44.4,121,4.5,39.9
CA-061,Placer County,201801,44,121,5.3,38.7
CA-061,Placer County,201802,41.2,54,0.1,41.1
CA-061,Placer County,201803,42.3,37,-1.6,43.9
CA-061,Placer County,201804,50.2,84,1.2,49
CA-061,Placer County,201805,57.9,95,2.2,55.7
CA-061,Placer County,201806,66.4,110,3.1,63.3
CA-061,Placer County,201807,75.1,124,5,70.1
CA-061,Placer County,201808,71.1,99,2,69.1
CA-061,Placer County,201809,66,94,1.9,64.1
CA-061,Placer County,201810,56.9,80,1.2,55.7
CA-061,Placer County,201811,48.9,106,2.9,46
CA-061,Placer County,201812,40.4,71,0.5,39.9
CA-061,Placer County,201901,42.2,110,3.5,38.7
CA-061,Placer County,201902,34.6,2,-6.5,41.1
CA-061,Placer County,201903,42.5,43,-1.4,43.9
CA-061,Placer County,201904,52.3,104,3.3,49
CA-061,Placer County,201905,53.6,31,-2.1,55.7
CA-061,Placer County,201906,66.5,112,3.2,63.3
CA-061,Placer County,201907,70.5,66,0.4,70.1
CA-061,Placer County,201908,71.8,113,2.7,69.1
CA-061,Placer County,201909,62.6,34,-1.5,64.1
CA-061,Placer County,201910,54.3,41,-1.4,55.7
CA-061,Placer County,201911,49.6,116,3.6,46
CA-061,Placer County,201912,40.8,82,0.9,39.9
CA-061,Placer County,202001,40.9,92,2.2,38.7
CA-061,Placer County,202002,45.4,118,4.3,41.1
CA-061,Placer County,202003,42.3,37,-1.6,43.9
CA-061,Placer County,202004,51.5,97,2.5,49
CA-061,Placer County,202005,58.5,101,2.8,55.7
CA-061,Placer County,202006,65.4,92,2.1,63.3
CA-063,Plumas County,189501,29.8,31,-1.6,31.4
CA-063,Plumas County,189502,35.8,86,1.9,33.9
CA-063,Plumas County,189503,38,73,0.4,37.6
CA-063,Plumas County,189504,44,75,0.8,43.2
CA-063,Plumas County,189505,50.6,63,0.3,50.3
CA-063,Plumas County,189506,59,79,1.2,57.8
CA-063,Plumas County,189507,64.1,38,-0.8,64.9
CA-063,Plumas County,189508,64.4,70,0.6,63.8
CA-063,Plumas County,189509,53.7,7,-4.3,58
CA-063,Plumas County,189510,50.3,84,1.2,49.1
CA-063,Plumas County,189511,37.2,30,-1.8,39
CA-063,Plumas County,189512,30.7,31,-2,32.7
CA-063,Plumas County,189601,36.5,119,5.1,31.4
CA-063,Plumas County,189602,37.1,106,3.2,33.9
CA-063,Plumas County,189603,38.5,76,0.9,37.6
CA-063,Plumas County,189604,36.5,3,-6.7,43.2
CA-063,Plumas County,189605,45.7,9,-4.6,50.3
CA-063,Plumas County,189606,60.7,107,2.9,57.8
CA-063,Plumas County,189607,68.3,113,3.4,64.9
CA-063,Plumas County,189608,63.6,46,-0.2,63.8
CA-063,Plumas County,189609,57.6,52,-0.4,58
CA-063,Plumas County,189610,50.9,95,1.8,49.1
CA-063,Plumas County,189611,39.2,58,0.2,39
CA-063,Plumas County,189612,36.9,118,4.2,32.7
CA-063,Plumas County,189701,32.7,71,1.3,31.4
CA-063,Plumas County,189702,30.6,23,-3.3,33.9
CA-063,Plumas County,189703,31,2,-6.6,37.6
CA-063,Plumas County,189704,46.2,105,3,43.2
CA-063,Plumas County,189705,56.9,123,6.6,50.3
CA-063,Plumas County,189706,56.6,33,-1.2,57.8
CA-063,Plumas County,189707,63.1,21,-1.8,64.9
CA-063,Plumas County,189708,65.4,89,1.6,63.8
CA-063,Plumas County,189709,56.3,30,-1.7,58
CA-063,Plumas County,189710,47.3,29,-1.8,49.1
CA-063,Plumas County,189711,38.7,54,-0.2,38.9
CA-063,Plumas County,189712,32.3,52,-0.4,32.7
CA-063,Plumas County,189801,25.6,6,-5.8,31.4
CA-063,Plumas County,189802,35.8,86,1.9,33.9
CA-063,Plumas County,189803,34.3,15,-3.3,37.6
CA-063,Plumas County,189804,45.7,100,2.5,43.2
CA-063,Plumas County,189805,48.4,31,-1.9,50.3
CA-063,Plumas County,189806,57.8,60,0,57.8
CA-063,Plumas County,189807,63.7,33,-1.2,64.9
CA-063,Plumas County,189808,65.4,89,1.6,63.8
CA-063,Plumas County,189809,56.5,34,-1.5,58
CA-063,Plumas County,189810,47.6,37,-1.5,49.1
CA-063,Plumas County,189811,37.5,38,-1.4,38.9
CA-063,Plumas County,189812,30.6,28,-2.1,32.7
CA-063,Plumas County,189901,33.2,78,1.8,31.4
CA-063,Plumas County,189902,32.9,42,-1,33.9
CA-063,Plumas County,189903,35.6,34,-2,37.6
CA-063,Plumas County,189904,43.5,66,0.3,43.2
CA-063,Plumas County,189905,45.2,7,-5.1,50.3
CA-063,Plumas County,189906,57.9,67,0.1,57.8
CA-063,Plumas County,189907,63.1,21,-1.8,64.9
CA-063,Plumas County,189908,57.7,1,-6.1,63.8
CA-063,Plumas County,189909,58,56,0,58
CA-063,Plumas County,189910,44,2,-5.1,49.1
CA-063,Plumas County,189911,40.4,83,1.4,39
CA-063,Plumas County,189912,31.5,40,-1.2,32.7
CA-063,Plumas County,190001,37.4,122,6,31.4
CA-063,Plumas County,190002,36.7,103,2.8,33.9
CA-063,Plumas County,190003,41.5,112,3.9,37.6
CA-063,Plumas County,190004,41.6,37,-1.6,43.2
CA-063,Plumas County,190005,51.8,88,1.5,50.3
CA-063,Plumas County,190006,60.3,102,2.5,57.8
CA-063,Plumas County,190007,63.9,34,-1,64.9
CA-063,Plumas County,190008,59.2,3,-4.6,63.8
CA-063,Plumas County,190009,51.9,1,-6.1,58
CA-063,Plumas County,190010,46.2,13,-2.9,49.1
CA-063,Plumas County,190011,40.5,87,1.6,38.9
CA-063,Plumas County,190012,33.5,74,0.8,32.7
CA-063,Plumas County,190101,30.3,37,-1.1,31.4
CA-063,Plumas County,190102,32,32,-1.9,33.9
CA-063,Plumas County,190103,38.2,75,0.6,37.6
CA-063,Plumas County,190104,41.7,40,-1.5,43.2
CA-063,Plumas County,190105,51.4,78,1.1,50.3
CA-063,Plumas County,190106,57.5,54,-0.3,57.8
CA-063,Plumas County,190107,65.2,63,0.3,64.9
CA-063,Plumas County,190108,65.7,98,1.9,63.8
CA-063,Plumas County,190109,54.6,11,-3.4,58
CA-063,Plumas County,190110,50.9,95,1.8,49.1
CA-063,Plumas County,190111,41.9,114,3,38.9
CA-063,Plumas County,190112,34.6,94,1.9,32.7
CA-063,Plumas County,190201,30.8,44,-0.6,31.4
CA-063,Plumas County,190202,36.3,94,2.4,33.9
CA-063,Plumas County,190203,34,14,-3.6,37.6
CA-063,Plumas County,190204,41.7,40,-1.5,43.2
CA-063,Plumas County,190205,48.4,31,-1.9,50.3
CA-063,Plumas County,190206,59.3,84,1.5,57.8
CA-063,Plumas County,190207,62.3,13,-2.6,64.9
CA-063,Plumas County,190208,62.5,32,-1.3,63.8
CA-063,Plumas County,190209,58.4,65,0.4,58
CA-063,Plumas County,190210,47.3,29,-1.8,49.1
CA-063,Plumas County,190211,36.6,17,-2.4,39
CA-063,Plumas County,190212,33,65,0.3,32.7
CA-063,Plumas County,190301,32.6,67,1.2,31.4
CA-063,Plumas County,190302,22.3,1,-11.6,33.9
CA-063,Plumas County,190303,35.3,28,-2.3,37.6
CA-063,Plumas County,190304,40.8,23,-2.4,43.2
CA-063,Plumas County,190305,52,95,1.7,50.3
CA-063,Plumas County,190306,60.1,95,2.3,57.8
CA-063,Plumas County,190307,60.4,3,-4.5,64.9
CA-063,Plumas County,190308,62.4,30,-1.4,63.8
CA-063,Plumas County,190309,55.7,23,-2.3,58
CA-063,Plumas County,190310,50.4,86,1.3,49.1
CA-063,Plumas County,190311,41.1,102,2.2,38.9
CA-063,Plumas County,190312,33.2,69,0.5,32.7
CA-063,Plumas County,190401,29.9,32,-1.5,31.4
CA-063,Plumas County,190402,33.4,48,-0.5,33.9
CA-063,Plumas County,190403,35.5,32,-2.1,37.6
CA-063,Plumas County,190404,42.9,55,-0.3,43.2
CA-063,Plumas County,190405,53.5,108,3.2,50.3
CA-063,Plumas County,190406,58.5,77,0.7,57.8
CA-063,Plumas County,190407,63.2,25,-1.7,64.9
CA-063,Plumas County,190408,65.7,98,1.9,63.8
CA-063,Plumas County,190409,58.3,60,0.3,58
CA-063,Plumas County,190410,47.7,40,-1.4,49.1
CA-063,Plumas County,190411,40.4,83,1.4,39
CA-063,Plumas County,190412,32.6,58,-0.1,32.7
CA-063,Plumas County,190501,35.8,113,4.4,31.4
CA-063,Plumas County,190502,35.3,75,1.4,33.9
CA-063,Plumas County,190503,39.8,90,2.2,37.6
CA-063,Plumas County,190504,45.1,89,1.9,43.2
CA-063,Plumas County,190505,46.8,16,-3.5,50.3
CA-063,Plumas County,190506,56.3,30,-1.5,57.8
CA-063,Plumas County,190507,65.4,68,0.5,64.9
CA-063,Plumas County,190508,63.6,46,-0.2,63.8
CA-063,Plumas County,190509,57,44,-1,58
CA-063,Plumas County,190510,46.3,16,-2.8,49.1
CA-063,Plumas County,190511,37.2,30,-1.8,39
CA-063,Plumas County,190512,26.9,5,-5.8,32.7
CA-063,Plumas County,190601,32.1,61,0.7,31.4
CA-063,Plumas County,190602,36.5,97,2.6,33.9
CA-063,Plumas County,190603,35.5,32,-2.1,37.6
CA-063,Plumas County,190604,43.7,73,0.5,43.2
CA-063,Plumas County,190605,47.2,21,-3.1,50.3
CA-063,Plumas County,190606,54,6,-3.8,57.8
CA-063,Plumas County,190607,67.3,106,2.4,64.9
CA-063,Plumas County,190608,65,84,1.2,63.8
CA-063,Plumas County,190609,56.5,34,-1.5,58
CA-063,Plumas County,190610,48.4,52,-0.7,49.1
CA-063,Plumas County,190611,37,26,-2,39
CA-063,Plumas County,190612,33.1,66,0.4,32.7
CA-063,Plumas County,190701,28.7,21,-2.7,31.4
CA-063,Plumas County,190702,38.8,120,4.9,33.9
CA-063,Plumas County,190703,33.1,8,-4.5,37.6
CA-063,Plumas County,190704,45.3,93,2.1,43.2
CA-063,Plumas County,190705,49.1,40,-1.2,50.3
CA-063,Plumas County,190706,54.1,7,-3.7,57.8
CA-063,Plumas County,190707,62.1,11,-2.8,64.9
CA-063,Plumas County,190708,60.8,11,-3,63.8
CA-063,Plumas County,190709,55.6,19,-2.4,58
CA-063,Plumas County,190710,52.6,114,3.5,49.1
CA-063,Plumas County,190711,39.5,63,0.6,38.9
CA-063,Plumas County,190712,35.5,108,2.8,32.7
CA-063,Plumas County,190801,33.7,84,2.3,31.4
CA-063,Plumas County,190802,33,44,-0.9,33.9
CA-063,Plumas County,190803,36.4,50,-1.2,37.6
CA-063,Plumas County,190804,46.1,104,2.9,43.2
CA-063,Plumas County,190805,44.2,4,-6.1,50.3
CA-063,Plumas County,190806,54.2,8,-3.6,57.8
CA-063,Plumas County,190807,67.3,106,2.4,64.9
CA-063,Plumas County,190808,64.2,61,0.4,63.8
CA-063,Plumas County,190809,56.3,30,-1.7,58
CA-063,Plumas County,190810,45.5,10,-3.6,49.1
CA-063,Plumas County,190811,39.2,58,0.2,39
CA-063,Plumas County,190812,29.8,19,-2.9,32.7
CA-063,Plumas County,190901,35.1,104,3.7,31.4
CA-063,Plumas County,190902,33.6,50,-0.3,33.9
CA-063,Plumas County,190903,36.1,44,-1.5,37.6
CA-063,Plumas County,190904,45,88,1.8,43.2
CA-063,Plumas County,190905,48.9,37,-1.4,50.3
CA-063,Plumas County,190906,57.8,60,0,57.8
CA-063,Plumas County,190907,61.8,9,-3.1,64.9
CA-063,Plumas County,190908,63.1,39,-0.7,63.8
CA-063,Plumas County,190909,57.6,52,-0.4,58
CA-063,Plumas County,190910,47.3,29,-1.8,49.1
CA-063,Plumas County,190911,38.3,49,-0.6,38.9
CA-063,Plumas County,190912,29.7,18,-3,32.7
CA-063,Plumas County,191001,25.8,8,-5.6,31.4
CA-063,Plumas County,191002,30.4,19,-3.5,33.9
CA-063,Plumas County,191003,42,116,4.4,37.6
CA-063,Plumas County,191004,47.9,121,4.7,43.2
CA-063,Plumas County,191005,54.6,116,4.3,50.3
CA-063,Plumas County,191006,57.1,45,-0.7,57.8
CA-063,Plumas County,191007,66.5,89,1.6,64.9
CA-063,Plumas County,191008,63.4,44,-0.4,63.8
CA-063,Plumas County,191009,57,44,-1,58
CA-063,Plumas County,191010,50.5,89,1.4,49.1
CA-063,Plumas County,191011,41.6,112,2.6,39
CA-063,Plumas County,191012,37.4,119,4.7,32.7
CA-063,Plumas County,191101,32.3,65,0.9,31.4
CA-063,Plumas County,191102,25.3,2,-8.6,33.9
CA-063,Plumas County,191103,37,60,-0.6,37.6
CA-063,Plumas County,191104,41.8,43,-1.4,43.2
CA-063,Plumas County,191105,46.5,14,-3.8,50.3
CA-063,Plumas County,191106,57.7,56,-0.1,57.8
CA-063,Plumas County,191107,66.3,81,1.4,64.9
CA-063,Plumas County,191108,60.9,13,-2.9,63.8
CA-063,Plumas County,191109,52.5,2,-5.5,58
CA-063,Plumas County,191110,46.5,19,-2.6,49.1
CA-063,Plumas County,191111,38.1,47,-0.8,38.9
CA-063,Plumas County,191112,30.1,23,-2.6,32.7
CA-063,Plumas County,191201,33.2,78,1.8,31.4
CA-063,Plumas County,191202,36.2,93,2.3,33.9
CA-063,Plumas County,191203,35.4,30,-2.2,37.6
CA-063,Plumas County,191204,39,11,-4.2,43.2
CA-063,Plumas County,191205,49,39,-1.3,50.3
CA-063,Plumas County,191206,55.9,22,-1.9,57.8
CA-063,Plumas County,191207,61.4,6,-3.5,64.9
CA-063,Plumas County,191208,60.7,10,-3.1,63.8
CA-063,Plumas County,191209,54.5,10,-3.5,58
CA-063,Plumas County,191210,44.5,4,-4.6,49.1
CA-063,Plumas County,191211,39.6,65,0.6,39
CA-063,Plumas County,191212,32.8,64,0.1,32.7
CA-063,Plumas County,191301,27.6,16,-3.8,31.4
CA-063,Plumas County,191302,31.3,26,-2.6,33.9
CA-063,Plumas County,191303,34.4,18,-3.2,37.6
CA-063,Plumas County,191304,43.2,58,0,43.2
CA-063,Plumas County,191305,51.3,75,1,50.3
CA-063,Plumas County,191306,56.2,28,-1.6,57.8
CA-063,Plumas County,191307,64.4,44,-0.5,64.9
CA-063,Plumas County,191308,66.2,106,2.4,63.8
CA-063,Plumas County,191309,59.9,92,1.9,58
CA-063,Plumas County,191310,50.2,83,1.1,49.1
CA-063,Plumas County,191311,39.9,73,1,38.9
CA-063,Plumas County,191312,33.4,71,0.7,32.7
CA-063,Plumas County,191401,33.7,84,2.3,31.4
CA-063,Plumas County,191402,34.4,60,0.5,33.9
CA-063,Plumas County,191403,43.2,122,5.6,37.6
CA-063,Plumas County,191404,44.2,76,1,43.2
CA-063,Plumas County,191405,53,102,2.7,50.3
CA-063,Plumas County,191406,57,44,-0.8,57.8
CA-063,Plumas County,191407,64.5,47,-0.4,64.9
CA-063,Plumas County,191408,65.6,94,1.8,63.8
CA-063,Plumas County,191409,56.5,34,-1.5,58
CA-063,Plumas County,191410,49,59,-0.1,49.1
CA-063,Plumas County,191411,42,115,3,39
CA-063,Plumas County,191412,26.1,3,-6.6,32.7
CA-063,Plumas County,191501,30.1,34,-1.3,31.4
CA-063,Plumas County,191502,34.1,56,0.2,33.9
CA-063,Plumas County,191503,40.5,103,2.9,37.6
CA-063,Plumas County,191504,45.2,91,2,43.2
CA-063,Plumas County,191505,46.4,13,-3.9,50.3
CA-063,Plumas County,191506,56.1,27,-1.7,57.8
CA-063,Plumas County,191507,63.5,27,-1.4,64.9
CA-063,Plumas County,191508,65.6,94,1.8,63.8
CA-063,Plumas County,191509,56.4,33,-1.6,58
CA-063,Plumas County,191510,51.6,105,2.5,49.1
CA-063,Plumas County,191511,38.8,56,-0.2,39
CA-063,Plumas County,191512,34.4,88,1.7,32.7
CA-063,Plumas County,191601,26.3,11,-5.1,31.4
CA-063,Plumas County,191602,36.6,100,2.7,33.9
CA-063,Plumas County,191603,40.8,107,3.2,37.6
CA-063,Plumas County,191604,46.8,113,3.6,43.2
CA-063,Plumas County,191605,48.1,28,-2.2,50.3
CA-063,Plumas County,191606,56.3,30,-1.5,57.8
CA-063,Plumas County,191607,63.6,29,-1.3,64.9
CA-063,Plumas County,191608,62.2,28,-1.6,63.8
CA-063,Plumas County,191609,57.5,51,-0.5,58
CA-063,Plumas County,191610,44.7,5,-4.4,49.1
CA-063,Plumas County,191611,36.7,21,-2.2,38.9
CA-063,Plumas County,191612,30.6,28,-2.1,32.7
CA-063,Plumas County,191701,23.2,3,-8.2,31.4
CA-063,Plumas County,191702,31.5,29,-2.4,33.9
CA-063,Plumas County,191703,32,4,-5.6,37.6
CA-063,Plumas County,191704,42.1,50,-1.1,43.2
CA-063,Plumas County,191705,46.2,12,-4.1,50.3
CA-063,Plumas County,191706,56.7,37,-1.1,57.8
CA-063,Plumas County,191707,67.2,102,2.3,64.9
CA-063,Plumas County,191708,65.6,94,1.8,63.8
CA-063,Plumas County,191709,56.3,30,-1.7,58
CA-063,Plumas County,191710,54.4,123,5.3,49.1
CA-063,Plumas County,191711,40.7,94,1.8,38.9
CA-063,Plumas County,191712,37.7,121,5,32.7
CA-063,Plumas County,191801,35.8,113,4.4,31.4
CA-063,Plumas County,191802,32.9,42,-1,33.9
CA-063,Plumas County,191803,36.3,49,-1.3,37.6
CA-063,Plumas County,191804,43.2,58,0,43.2
CA-063,Plumas County,191805,47.1,18,-3.2,50.3
CA-063,Plumas County,191806,63.7,124,5.9,57.8
CA-063,Plumas County,191807,63.1,21,-1.8,64.9
CA-063,Plumas County,191808,61.8,23,-2,63.8
CA-063,Plumas County,191809,58,56,0,58
CA-063,Plumas County,191810,51.4,103,2.3,49.1
CA-063,Plumas County,191811,37.9,43,-1,38.9
CA-063,Plumas County,191812,31.5,40,-1.2,32.7
CA-063,Plumas County,191901,32.2,62,0.8,31.4
CA-063,Plumas County,191902,31.4,27,-2.5,33.9
CA-063,Plumas County,191903,36,40,-1.6,37.6
CA-063,Plumas County,191904,45,88,1.8,43.2
CA-063,Plumas County,191905,53.8,112,3.5,50.3
CA-063,Plumas County,191906,56,24,-1.8,57.8
CA-063,Plumas County,191907,65.2,63,0.3,64.9
CA-063,Plumas County,191908,62.9,37,-0.9,63.8
CA-063,Plumas County,191909,55.6,19,-2.4,58
CA-063,Plumas County,191910,44.4,3,-4.7,49.1
CA-063,Plumas County,191911,36.9,24,-2,38.9
CA-063,Plumas County,191912,29.4,14,-3.3,32.7
CA-063,Plumas County,192001,36.1,116,4.7,31.4
CA-063,Plumas County,192002,36.6,100,2.7,33.9
CA-063,Plumas County,192003,35.8,37,-1.8,37.6
CA-063,Plumas County,192004,41.4,31,-1.8,43.2
CA-063,Plumas County,192005,49.9,47,-0.4,50.3
CA-063,Plumas County,192006,56.2,28,-1.6,57.8
CA-063,Plumas County,192007,61.2,5,-3.7,64.9
CA-063,Plumas County,192008,65,84,1.2,63.8
CA-063,Plumas County,192009,55.6,19,-2.4,58
CA-063,Plumas County,192010,43.2,1,-5.9,49.1
CA-063,Plumas County,192011,37.2,30,-1.8,39
CA-063,Plumas County,192012,30.8,32,-1.9,32.7
CA-063,Plumas County,192101,30.2,35,-1.2,31.4
CA-063,Plumas County,192102,35,71,1.1,33.9
CA-063,Plumas County,192103,40.3,98,2.7,37.6
CA-063,Plumas County,192104,41.8,43,-1.4,43.2
CA-063,Plumas County,192105,46.8,16,-3.5,50.3
CA-063,Plumas County,192106,58,68,0.2,57.8
CA-063,Plumas County,192107,64.4,44,-0.5,64.9
CA-063,Plumas County,192108,61.1,16,-2.7,63.8
CA-063,Plumas County,192109,55.5,18,-2.5,58
CA-063,Plumas County,192110,50.1,80,1,49.1
CA-063,Plumas County,192111,40.9,98,2,38.9
CA-063,Plumas County,192112,35.2,105,2.5,32.7
CA-063,Plumas County,192201,27.2,13,-4.2,31.4
CA-063,Plumas County,192202,28.3,6,-5.6,33.9
CA-063,Plumas County,192203,32.6,5,-5,37.6
CA-063,Plumas County,192204,39.4,13,-3.8,43.2
CA-063,Plumas County,192205,50,49,-0.3,50.3
CA-063,Plumas County,192206,58.6,78,0.8,57.8
CA-063,Plumas County,192207,65.8,74,0.9,64.9
CA-063,Plumas County,192208,60.6,6,-3.2,63.8
CA-063,Plumas County,192209,59.3,81,1.3,58
CA-063,Plumas County,192210,47.8,43,-1.3,49.1
CA-063,Plumas County,192211,36.8,23,-2.2,39
CA-063,Plumas County,192212,34.3,85,1.6,32.7
CA-063,Plumas County,192301,31.7,56,0.3,31.4
CA-063,Plumas County,192302,31.6,30,-2.3,33.9
CA-063,Plumas County,192303,39.1,83,1.5,37.6
CA-063,Plumas County,192304,42,47,-1.2,43.2
CA-063,Plumas County,192305,50,49,-0.3,50.3
CA-063,Plumas County,192306,52.8,2,-5,57.8
CA-063,Plumas County,192307,62.6,14,-2.3,64.9
CA-063,Plumas County,192308,61.7,22,-2.1,63.8
CA-063,Plumas County,192309,58.9,72,0.9,58
CA-063,Plumas County,192310,47.3,29,-1.8,49.1
CA-063,Plumas County,192311,42.8,119,3.8,39
CA-063,Plumas County,192312,32.6,58,-0.1,32.7
CA-063,Plumas County,192401,28.4,19,-3,31.4
CA-063,Plumas County,192402,39.9,123,6,33.9
CA-063,Plumas County,192403,35.8,37,-1.8,37.6
CA-063,Plumas County,192404,44.6,84,1.4,43.2
CA-063,Plumas County,192405,55.6,120,5.3,50.3
CA-063,Plumas County,192406,58.1,71,0.3,57.8
CA-063,Plumas County,192407,63.6,29,-1.3,64.9
CA-063,Plumas County,192408,61.2,17,-2.6,63.8
CA-063,Plumas County,192409,56.5,34,-1.5,58
CA-063,Plumas County,192410,46.2,13,-2.9,49.1
CA-063,Plumas County,192411,39.7,66,0.8,38.9
CA-063,Plumas County,192412,29.8,19,-2.9,32.7
CA-063,Plumas County,192501,33.8,86,2.4,31.4
CA-063,Plumas County,192502,37.5,108,3.6,33.9
CA-063,Plumas County,192503,40,91,2.4,37.6
CA-063,Plumas County,192504,43.9,74,0.7,43.2
CA-063,Plumas County,192505,51.7,84,1.4,50.3
CA-063,Plumas County,192506,59.2,83,1.4,57.8
CA-063,Plumas County,192507,66.6,93,1.7,64.9
CA-063,Plumas County,192508,61.2,17,-2.6,63.8
CA-063,Plumas County,192509,52.8,4,-5.2,58
CA-063,Plumas County,192510,47.3,29,-1.8,49.1
CA-063,Plumas County,192511,38.4,50,-0.6,39
CA-063,Plumas County,192512,34.4,88,1.7,32.7
CA-063,Plumas County,192601,31.7,56,0.3,31.4
CA-063,Plumas County,192602,36.5,97,2.6,33.9
CA-063,Plumas County,192603,44.7,124,7.1,37.6
CA-063,Plumas County,192604,48.5,123,5.3,43.2
CA-063,Plumas County,192605,52,95,1.7,50.3
